unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location
66466701,2025-10-14T01:35:04.000,2025-10-14T01:38:52.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:54.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467435,2025-10-14T01:34:37.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10029,1694 MADISON AVENUE,MADISON AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,MADISON AVENUE,,In Progress,,,2025-10-14T02:26:15.000,11 MANHATTAN,1016180001,MANHATTAN,999014,229833,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79750218,-73.94667635,"
,  
(40.79750217643426, -73.9466763523443)"
66467419,2025-10-14T01:34:37.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11378,MAURICE PARK,MAURICE PARK,61 STREET,63 STREET,61 STREET,63 STREET,PLACE,MASPETH,FRANK PRINCIPE PARK,,In Progress,,,,05 QUEENS,4023640023,QUEENS,1010619,204351,ONLINE,Unspecified,QUEENS,,,,,,,,40.72753368,-73.90486216,"
,  
(40.72753367848534, -73.90486215634128)"
66468892,2025-10-14T01:34:16.000,,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10452,134 EAST  170 STREET,EAST  170 STREET,WYTHE PLACE,GRAND CONCOURSE,WYTHE PLACE,GRAND CONCOURSE,ADDRESS,BRONX,EAST  170 STREET,,In Progress,,,2025-10-14T02:09:19.000,04 BRONX,2028420051,BRONX,1007821,245000,ONLINE,Unspecified,BRONX,,,,,,,,40.8391122,-73.91481455,"
,  
(40.83911220271634, -73.91481455225497)"
66468247,2025-10-14T01:33:47.000,2025-10-14T01:38:33.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:36.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66464512,2025-10-14T01:33:42.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11213,955 STERLING PLACE,STERLING PLACE,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,STERLING PLACE,,In Progress,,,2025-10-14T02:31:59.000,08 BROOKLYN,3012427501,BROOKLYN,999026,184235,PHONE,Unspecified,BROOKLYN,,,,,,,,40.67234693,-73.94673316,"
,  
(40.67234693328092, -73.94673315628151)"
66471116,2025-10-14T01:33:40.000,2025-10-14T01:38:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:49.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467493,2025-10-14T01:32:49.000,2025-10-14T02:35:23.000,DHS,Department of Homeless Services,Homeless Person Assistance,Chronic,Street/Sidewalk,10038,6 EAST BROADWAY,EAST BROADWAY,CHATHAM SQUARE,CATHERINE STREET,CHATHAM SQUARE,CATHERINE STREET,ADDRESS,NEW YORK,EAST BROADWAY,,Closed,,The person has refused services from the mobile outreach response team.,2025-10-14T02:33:13.000,03 MANHATTAN,1002810001,MANHATTAN,984945,199205,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.71344843,-73.99749301,"
,  
(40.713448425194116, -73.99749301013327)"
66464513,2025-10-14T01:32:33.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,700 EAST  140 STREET,EAST  140 STREET,CYPRESS AVENUE,JACKSON AVENUE,CYPRESS AVENUE,JACKSON AVENUE,ADDRESS,BRONX,EAST  140 STREET,,In Progress,,,2025-10-14T02:26:17.000,01 BRONX,2025680012,BRONX,1008430,233109,MOBILE,Unspecified,BRONX,,,,,,,,40.80647315,-73.91265648,"
,  
(40.80647314538869, -73.91265648099365)"
66462410,2025-10-14T01:32:20.000,2025-10-14T01:38:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:39.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66465960,2025-10-14T01:32:19.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1340 STRATFORD AVENUE,STRATFORD AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,STRATFORD AVENUE,,In Progress,,,,09 BRONX,2038670023,BRONX,1018491,242613,PHONE,Unspecified,BRONX,,,,,,,,40.83252566,-73.87626547,"
,  
(40.83252565879467, -73.87626546717489)"
66468165,2025-10-14T01:32:16.000,2025-10-14T01:38:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:58.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66470369,2025-10-14T01:32:09.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,181 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,,In Progress,,,2025-10-14T01:52:08.000,17 BROOKLYN,3046330065,BROOKLYN,1006045,180586,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66231675,-73.92144177,"
,  
(40.66231674694474, -73.92144177201318)"
66473287,2025-10-14T01:32:02.000,2025-10-14T01:42:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11103,28-02 46 STREET,46 STREET,28 AVENUE,30 AVENUE,28 AVENUE,30 AVENUE,ADDRESS,ASTORIA,46 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2025-10-14T01:42:30.000,01 QUEENS,4007190027,QUEENS,1009428,217269,MOBILE,Unspecified,QUEENS,,,,,,,,40.7629938,-73.90911085,"
,  
(40.7629938035676, -73.90911085415895)"
66473171,2025-10-14T01:31:42.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,501 WEST  168 STREET,WEST  168 STREET,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,WEST  168 STREET,,In Progress,,,2025-10-14T02:12:52.000,12 MANHATTAN,1021250049,MANHATTAN,1001647,245306,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8399664,-73.93712655,"
,  
(40.83996640452136, -73.93712654716953)"
66467440,2025-10-14T01:31:34.000,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,417 WEST  148 STREET,WEST  148 STREET,ST NICHOLAS AVENUE,CONVENT AVENUE,ST NICHOLAS AVENUE,CONVENT AVENUE,ADDRESS,NEW YORK,WEST  148 STREET,,In Progress,,,2025-10-14T01:53:50.000,09 MANHATTAN,1020630023,MANHATTAN,999677,240342,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82634532,-73.94425762,"
,  
(40.82634531794543, -73.94425761995892)"
66471930,2025-10-14T01:31:15.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10473,1858 SEWARD AVENUE,SEWARD AVENUE,THIERIOT AVENUE,LELAND AVENUE,THIERIOT AVENUE,LELAND AVENUE,ADDRESS,BRONX,SEWARD AVENUE,,In Progress,,,,09 BRONX,2035600146,BRONX,1022793,237864,MOBILE,Unspecified,BRONX,,,,,,,,40.8194733,-73.86074691,"
,  
(40.819473295461435, -73.86074690803386)"
66467431,2025-10-14T01:30:57.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11432,84-28 HOMELAWN STREET,HOMELAWN STREET,84 AVENUE,KENDRICK PLACE,84 AVENUE,KENDRICK PLACE,ADDRESS,JAMAICA,HOMELAWN STREET,,In Progress,,,,08 QUEENS,4098770001,QUEENS,1041820,200480,ONLINE,Unspecified,QUEENS,,,,,,,,40.71676071,-73.79232415,"
,  
(40.71676071023663, -73.79232415204866)"
66465963,2025-10-14T01:30:56.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,181 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,,In Progress,,,2025-10-14T01:52:08.000,17 BROOKLYN,3046330065,BROOKLYN,1006045,180586,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66231675,-73.92144177,"
,  
(40.66231674694474, -73.92144177201318)"
66466702,2025-10-14T01:30:54.000,2025-10-14T01:38:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:54.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66463805,2025-10-14T01:30:54.000,2025-10-14T01:38:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:44.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467432,2025-10-14T01:29:47.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11212,181 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,WINTHROP STREET,CLARKSON AVENUE,WINTHROP STREET,CLARKSON AVENUE,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,,In Progress,,,2025-10-14T01:52:00.000,17 BROOKLYN,3046330065,BROOKLYN,1006045,180586,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.66231675,-73.92144177,"
,  
(40.66231674694474, -73.92144177201318)"
66465398,2025-10-14T01:29:42.000,2025-10-14T01:49:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10472,1460 BRONX RIVER AVENUE,BRONX RIVER AVENUE,EAST  174 STREET,CROSS BRONX EXPRESSWAY,EAST  174 STREET,CROSS BRONX EXPRESSWAY,ADDRESS,BRONX,BRONX RIVER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2025-10-14T01:49:38.000,09 BRONX,2038860002,BRONX,1018200,243858,PHONE,Unspecified,BRONX,,,,,,,,40.83594394,-73.87731073,"
,  
(40.83594394473367, -73.87731073276738)"
66463894,2025-10-14T01:29:27.000,2025-10-14T01:38:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:49.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66468107,2025-10-14T01:29:25.000,2025-10-14T01:38:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:44.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467427,2025-10-14T01:29:23.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11214,8613 18 AVENUE,18 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,18 AVENUE,,In Progress,,,,11 BROOKLYN,3063690040,BROOKLYN,983397,160364,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.60683844,-74.00307201,"
,  
(40.60683843838365, -74.00307201075812)"
66471638,2025-10-14T01:28:49.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,21-09 25 ROAD,25 ROAD,21 STREET,22 STREET,21 STREET,22 STREET,ADDRESS,ASTORIA,25 ROAD,,In Progress,,,2025-10-14T02:05:32.000,01 QUEENS,4008830011,QUEENS,1005206,221274,PHONE,Unspecified,QUEENS,,,,,,,,40.7739975,-73.9243392,"
,  
(40.77399749983616, -73.92433920250643)"
66467513,2025-10-14T01:28:35.000,,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10469,3204 RADCLIFF AVENUE,RADCLIFF AVENUE,BURKE AVENUE,DUNCAN STREET,BURKE AVENUE,DUNCAN STREET,ADDRESS,BRONX,RADCLIFF AVENUE,,In Progress,,,,12 BRONX,2046090008,BRONX,1022874,256869,PHONE,Unspecified,BRONX,,,,,,,,40.87163602,-73.86034479,"
,  
(40.87163601569178, -73.86034479172629)"
66467279,2025-10-14T01:28:31.000,,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,71-76 70 STREET,70 STREET,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,70 STREET,,In Progress,,,,05 QUEENS,4036850049,QUEENS,1017157,195307,ONLINE,Unspecified,QUEENS,,,,,,,,40.70268818,-73.88131766,"
,  
(40.70268817756111, -73.88131766183751)"
66468108,2025-10-14T01:28:03.000,2025-10-14T01:38:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:53.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471770,2025-10-14T01:28:02.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2310 WALTON AVENUE,WALTON AVENUE,EAST  183 STREET,EAST  184 STREET,EAST  183 STREET,EAST  184 STREET,ADDRESS,BRONX,WALTON AVENUE,,In Progress,,,,05 BRONX,2031830007,BRONX,1011239,252227,MOBILE,Unspecified,BRONX,,,,,,,,40.85893839,-73.90243284,"
,  
(40.85893838582096, -73.90243284003532)"
66466614,2025-10-14T01:27:58.000,2025-10-14T01:38:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:44.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66467480,2025-10-14T01:27:44.000,,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10036,5 TIMES SQUARE,TIMES SQUARE,WEST   41 STREET,WEST   42 STREET,WEST   41 STREET,WEST   42 STREET,ADDRESS,NEW YORK,TIMES SQUARE,,In Progress,,,,05 MANHATTAN,1010130029,MANHATTAN,987794,214602,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75570871,-73.98720804,"
,  
(40.755708713291305, -73.98720804480433)"
66464523,2025-10-14T01:27:40.000,,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11206,586 PARK AVENUE,PARK AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,PARK AVENUE,,In Progress,,,2025-10-14T01:57:35.000,03 BROOKLYN,3017380001,BROOKLYN,997667,193343,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69734847,-73.95161416,"
,  
(40.697348472663, -73.95161415531699)"
66473131,2025-10-14T01:27:19.000,,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11226,335 LINDEN BOULEVARD,LINDEN BOULEVARD,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,,In Progress,,,2025-10-14T01:55:27.000,17 BROOKLYN,3048530075,BROOKLYN,998870,177107,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65278241,-73.94731099,"
,  
(40.65278241172658, -73.94731098543862)"
66469536,2025-10-14T01:26:38.000,2025-10-14T01:38:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:59.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66466615,2025-10-14T01:26:31.000,2025-10-14T01:38:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:41.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66465830,2025-10-14T01:26:05.000,,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11236,8216 AVENUE M,AVENUE M,EAST   82 STREET,EAST   83 STREET,EAST   82 STREET,EAST   83 STREET,ADDRESS,BROOKLYN,AVENUE M,,In Progress,,,,18 BROOKLYN,3080730054,BROOKLYN,1010844,168856,MOBILE,Unspecified,BROOKLYN,Car,,,,,,,40.63010734,-73.90419044,"
,  
(40.630107336031266, -73.90419043985533)"
66468897,2025-10-14T01:25:50.000,,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,5122 SNYDER AVENUE,SNYDER AVENUE,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,BROOKLYN,SNYDER AVENUE,,In Progress,,,2025-10-14T01:57:57.000,17 BROOKLYN,3047230009,BROOKLYN,1003976,176162,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65017869,-73.92891224,"
,  
(40.65017869131296, -73.92891224408764)"
66473157,2025-10-14T01:25:26.000,,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11691,170 BEACH   26 STREET,BEACH   26 STREET,DEAD END,SEAGIRT AVENUE,DEAD END,SEAGIRT AVENUE,ADDRESS,FAR ROCKAWAY,BEACH   26 STREET,,In Progress,,,,14 QUEENS,4158170041,QUEENS,1051143,155825,PHONE,Unspecified,QUEENS,,,,,,,,40.59412741,-73.75913581,"
,  
(40.59412741353117, -73.75913580690839)"
66472397,2025-10-14T01:25:14.000,2025-10-14T01:38:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,655 EAST  230 STREET,EAST  230 STREET,CARPENTER AVENUE,LOWERRE PLACE,CARPENTER AVENUE,LOWERRE PLACE,ADDRESS,BRONX,EAST  230 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2025-10-14T01:38:50.000,12 BRONX,2048330028,BRONX,1022911,264242,MOBILE,Unspecified,BRONX,,,,,,,,40.89187242,-73.86016845,"
,  
(40.89187241649303, -73.86016845296459)"
66471723,2025-10-14T01:25:06.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11223,2525 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE V,GRAVESEND NECK ROAD,AVENUE V,GRAVESEND NECK ROAD,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,,In Progress,,,,15 BROOKLYN,3073710080,BROOKLYN,995089,156136,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.59522685,-73.960971,"
,  
(40.595226849572285, -73.96097100187495)"
